title,type,speaker,dialogue_raw,dialogue_clean,stage_direction_inline,scene_note_inline,stage_direction_only,scene_note_only,season,episode
The One Where Ross Got High,scene_note,,,,,,,Ross glares at Monica.,6,9
The One Where Ross Got High,scene_note,,,,,,,Everyone takes a bite of their trifle.,6,9
The One Where Ross Got High,dialogue,ALL,(faking enjoyment) Mmm.,Mmm.,(faking enjoyment),,,,6,9
The One Where Ross Got High,dialogue,CHANDLER,"(clearly lying and hating the dessert) Yeah, this is so good, that I’m gonna go enjoy it on the balcony so that I can enjoy the view whilst I enjoy my dessert.","Yeah, this is so good, that I’m gonna go enjoy it on the balcony so that I can enjoy the view whilst I enjoy my dessert.",(clearly lying and hating the dessert),,,,6,9
The One Where Ross Got High,scene_note,,,,,,,Chandler exits to the balcony.,6,9
The One Where Ross Got High,dialogue,MRS. GELLER,"(lying) I’ve gotta call my friend Mary and tell her how good this is, from Monica’s room.","I’ve gotta call my friend Mary and tell her how good this is, from Monica’s room.",(lying),,,,6,9
The One Where Ross Got High,dialogue,MR. GELLER,(also lying) I’ll help you dial.,I’ll help you dial.,(also lying),,,,6,9
The One Where Ross Got High,scene_note,,,,,,,Jack and Judy exit to Monica’s room.,6,9
The One Where Ross Got High,dialogue,MONICA,"(again, lying) I’m gonna go into the bathroom so I can look at it in the mirror, as I eat it.","I’m gonna go into the bathroom so I can look at it in the mirror, as I eat it.","(again, lying)",,,,6,9
The One Where Ross Got High,scene_note,,,,,,,Monica exits to the bathroom.,6,9
The One Where Ross Got High,dialogue,RACHEL,"Okay, now what was that all about? Is it-does it not taste good? Let me try it.","Okay, now what was that all about? Is it-does it not taste good? Let me try it.",,,,,6,9
The One Where Ross Got High,scene_note,,,,,,,Rachel reaches for Ross’s plate,6,9
The One Where Ross Got High,dialogue,ROSS,Wha? No no! Ah! (Ross scarfs all of his trifle down in about a second. He looks like he’s going to throw up.) (Lying) All gone! So good! Maybe Chandler has some left.,Wha? No no! Ah!   All gone! So good! Maybe Chandler has some left.,(Ross scarfs all of his trifle down in about a second. He looks like he’s going to throw up.) | (Lying),,,,6,9
The One Where Ross Got High,scene_note,,,,,,,Rachel leaves to the balcony.,6,9
The One Where Ross Got High,dialogue,ROSS,It tastes like feet!,It tastes like feet!,,,,,6,9
The One Where Ross Got High,dialogue,JOEY,I like it.,I like it.,,,,,6,9
The One Where Ross Got High,dialogue,ROSS,Are you kidding?,Are you kidding?,,,,,6,9
The One Where Ross Got High,dialogue,JOEY,What’s not to like? Custard? Good. Jam? Good. Meat? Gooooood.,What’s not to like? Custard? Good. Jam? Good. Meat? Gooooood.,,,,,6,9
The One Where Ross Got High,scene_note,,,,,,,Rachel and Chandler re-emerge from the balcony.,6,9
The One Where Ross Got High,dialogue,RACHEL,"...So a bird just grabbed it, and then tried to fly away with it and, and then just dropped it on the street?","...So a bird just grabbed it, and then tried to fly away with it and, and then just dropped it on the street?",,,,,6,9
The One Where Ross Got High,scene_note,,,,,,,"Chandler makes a fake ""I know I couldn’t believe it either"" gesture.",6,9
The One Where Ross Got High,dialogue,CHANDLER,"(lying) Yes, but if it’s any consolation, before the bird dropped it, he seemed to enjoy it.","Yes, but if it’s any consolation, before the bird dropped it, he seemed to enjoy it.",(lying),,,,6,9
The One Where Ross Got High,scene_note,,,,,,,Phoebe comes back from Rachel’s old room.,6,9
The One Where Ross Got High,dialogue,PHOEBE,"Rachel, come here. (Rachel walks over to Phoebe. Chandler sits down on the lounge-chair.) Okay, I was just starting to take my Thanksgiving nap, and I had another dream about Jack.","Rachel, come here.  Okay, I was just starting to take my Thanksgiving nap, and I had another dream about Jack.",(Rachel walks over to Phoebe. Chandler sits down on the lounge-chair.),,,,6,9
The One Where Ross Got High,dialogue,RACHEL,"Oh, Phoebe, do I wanna hear this?","Oh, Phoebe, do I wanna hear this?",,,,,6,9
The One Where Ross Got High,dialogue,PHOEBE,"I dunno, let’s see! So, okay, I dreamt that we were gonna get married, and he left, becuz he had to go fight a fire. And, um, so okay, I went to a night club, and I saw him making out with a girl.","I dunno, let’s see! So, okay, I dreamt that we were gonna get married, and he left, becuz he had to go fight a fire. And, um, so okay, I went to a night club, and I saw him making out with a girl.",,,,,6,9
The One Where Ross Got High,dialogue,RACHEL,"(humoring Phoebe) Oh my God, he dream-cheated on you!","Oh my God, he dream-cheated on you!",(humoring Phoebe),,,,6,9
The One Where Ross Got High,dialogue,PHOEBE,"Yeah, but then Jacques Cousteau came and he kicked his ass for betraying me! It was soo cool! Then, he took me diving and he introduced me to his pet seahorse, who, by the way, was totally coming on to me, and please, that is not gonna happen.","Yeah, but then Jacques Cousteau came and he kicked his ass for betraying me! It was soo cool! Then, he took me diving and he introduced me to his pet seahorse, who, by the way, was totally coming on to me, and please, that is not gonna happen.",,,,,6,9
The One Where Ross Got High,scene_note,,,,,,,Jack and Judy come out of Monica’s room and sit down on the couch.,6,9
The One Where Ross Got High,dialogue,MR. GELLER,"Boy, I’m glad I wore the big belt today.","Boy, I’m glad I wore the big belt today.",,,,,6,9
The One Where Ross Got High,dialogue,PHOEBE,"Five minutes ago, a line like that would’ve floored me. Now nothing. Well, not nothing, I am still a woman.","Five minutes ago, a line like that would’ve floored me. Now nothing. Well, not nothing, I am still a woman.",,,,,6,9
The One Where Ross Got High,scene_note,,,,,,,Rachel and Phoebe walk into the kitchen. Monica comes out of the bathroom and goes over to Ross.,6,9
The One Where Ross Got High,dialogue,MONICA,Ross? Let’s go.,Ross? Let’s go.,,,,,6,9
The One Where Ross Got High,dialogue,ROSS,"Oh yeah, about telling Mom and Dad, I was thinking about maybe writing a letter.","Oh yeah, about telling Mom and Dad, I was thinking about maybe writing a letter.",,,,,6,9
The One Where Ross Got High,dialogue,MONICA,"Alright, you know what? That’s it. You’ve had your chance.","Alright, you know what? That’s it. You’ve had your chance.",,,,,6,9
The One Where Ross Got High,dialogue,ROSS,Wha-what?,Wha-what?,,,,,6,9
The One Where Ross Got High,dialogue,MONICA,"(out loud, to her parents) Mom! Dad! Ross smoked pot in college!",Mom! Dad! Ross smoked pot in college!,"(out loud, to her parents)",,,,6,9
The One Where Ross Got High,dialogue,"MR, MRS. GELLER",What?!,What?!,,,,,6,9
The One Where Ross Got High,dialogue,ROSS,"(in a 5 year old’s tone) (To Monica) You are such a tattletale! Mom, Dad, you remember that-that time you walked in my room and smelled marijuana?","You are such a tattletale! Mom, Dad, you remember that-that time you walked in my room and smelled marijuana?",(in a 5 year old’s tone) | (To Monica),,,,6,9
The One Where Ross Got High,dialogue,"MR, MRS. GELLER",Yes. (They look at Chandler angrily.),Yes.,(They look at Chandler angrily.),,,,6,9
The One Where Ross Got High,dialogue,ROSS,Well I told you it was Chandler who was smoking the pot but it was me. I’m sorry.,Well I told you it was Chandler who was smoking the pot but it was me. I’m sorry.,,,,,6,9
The One Where Ross Got High,dialogue,MRS. GELLER,It was you?,It was you?,,,,,6,9
The One Where Ross Got High,dialogue,MONICA,"And Dad, y’know that mailman that you got fired? He didn’t steal your Playboys! Ross did!","And Dad, y’know that mailman that you got fired? He didn’t steal your Playboys! Ross did!",,,,,6,9
The One Where Ross Got High,scene_note,,,,,,,"The Gellers stare at Ross. Ross looks at his parents with an afraid, shocked look.",6,9
The One Where Ross Got High,dialogue,ROSS,"Yeah, well, Hurricane Gloria didn’t break the porch swing, Monica did!","Yeah, well, Hurricane Gloria didn’t break the porch swing, Monica did!",,,,,6,9
The One Where Ross Got High,scene_note,,,,,,,The Gellers glare at Monica.,6,9
The One Where Ross Got High,scene_note,,,,,,,"Joey, Phoebe, and Rachel are sitting at the table, looking at the Geller siblings like they’re weirdos.",6,9
The One Where Ross Got High,dialogue,MONICA,Ross hasn’t worked at the museum for a year!,Ross hasn’t worked at the museum for a year!,,,,,6,9
The One Where Ross Got High,scene_note,,,,,,,The Gellers glare at Ross.,6,9
The One Where Ross Got High,dialogue,ROSS,Monica and Chandler are living together!,Monica and Chandler are living together!,,,,,6,9
The One Where Ross Got High,scene_note,,,,,,,"The Gellers glare at Monica, shocked",6,9
The One Where Ross Got High,scene_note,,,,,,,Monica and Chandler both are shocked. Ross gives Monica a “take that!” look.,6,9
The One Where Ross Got High,dialogue,MONICA,Ross married Rachel in Vegas! And got divorced! Again!!!!,Ross married Rachel in Vegas! And got divorced! Again!!!!,,,,,6,9
The One Where Ross Got High,scene_note,,,,,,,The Gellers glare at Ross.,6,9
The One Where Ross Got High,dialogue,PHOEBE,(joining in) I love Jacques Cousteau!,I love Jacques Cousteau!,(joining in),,,,6,9
The One Where Ross Got High,dialogue,RACHEL,"(reading the recipe magazine, finally figuring out that...) I wasn’t supposed to put beef in the trifle!",I wasn’t supposed to put beef in the trifle!,"(reading the recipe magazine, finally figuring out that...)",,,,6,9
The One Where Ross Got High,dialogue,JOEY,(pounding the table) I wanna gooooooo!,I wanna gooooooo!,(pounding the table),,,,6,9
The One Where Ross Got High,dialogue,MRS. GELLER,"(rubbing her temples) That’s alot of information to get in in thirty seconds! Alright Joey, if wanna leave, just leave. Rachel, no you weren’t supposed to put beef in the trifle. It did not taste good. Phoebe, I’m sorry, but I think Jacques Cousteau is dead. (Phoebe makes a sad face.) Monica, why you felt you had to hide the fact that you were in an important relationship is beyond me.","That’s alot of information to get in in thirty seconds! Alright Joey, if wanna leave, just leave. Rachel, no you weren’t supposed to put beef in the trifle. It did not taste good. Phoebe, I’m sorry, but I think Jacques Cousteau is dead.  Monica, why you felt you had to hide the fact that you were in an important relationship is beyond me.",(rubbing her temples) | (Phoebe makes a sad face.),,,,6,9
The One Where Ross Got High,dialogue,MR. GELLER,And we kinda figured about the porch swing.,And we kinda figured about the porch swing.,,,,,6,9
The One Where Ross Got High,dialogue,MRS. GELLER,"Ross, drugs? Divorced? Again?","Ross, drugs? Divorced? Again?",,,,,6,9
The One Where Ross Got High,dialogue,MR. GELLER,What happened son?,What happened son?,,,,,6,9
The One Where Ross Got High,dialogue,ROSS,"I-I uh, I got tricked into all those things!","I-I uh, I got tricked into all those things!",,,,,6,9
The One Where Ross Got High,dialogue,MRS. GELLER,"Chandler! You’ve been Ross’s best friend all these years, stuck by him during the drug problems. (Ross gets disgusted.) And now you’ve taken on Monica as well. Well, I don’t know what to say. You’re a wonderful human being.","Chandler! You’ve been Ross’s best friend all these years, stuck by him during the drug problems.  And now you’ve taken on Monica as well. Well, I don’t know what to say. You’re a wonderful human being.",(Ross gets disgusted.),,,,6,9
The One Where Ross Got High,scene_note,,,,,,,Chandler is mega shocked!,6,9
The One Where Ross Got High,dialogue,CHANDLER,Thank you!,Thank you!,,,,,6,9
The One Where Ross Got High,dialogue,MR. GELLER,"No! Thank you! (Hugs Chandler) Monica, and Ross! I don’t know what I’m gonna do about the two of you!","No! Thank you!  Monica, and Ross! I don’t know what I’m gonna do about the two of you!",(Hugs Chandler),,,,6,9
The One Where Ross Got High,dialogue,CHANDLER,(In a parent-like tone) I’ll talk to them!,I’ll talk to them!,(In a parent-like tone),,,,6,9
The One Where Ross Got High,scene_note,,,,,,,"Scene: Monica and Chandler’s, Everyone is helping clean the table.",6,9
The One Where Ross Got High,dialogue,RACHEL,"You guys! It was bananas, cream, and beef! I-I just cannot believe that you ate that so that I wouldn’t feel bad!","You guys! It was bananas, cream, and beef! I-I just cannot believe that you ate that so that I wouldn’t feel bad!",,,,,6,9
The One Where Ross Got High,dialogue,MONICA,"Well actually, I-I didn’t eat mine. It’s still in the bathroom.","Well actually, I-I didn’t eat mine. It’s still in the bathroom.",,,,,6,9
The One Where Ross Got High,dialogue,JOEY,"No it isn’t, I ate that.","No it isn’t, I ate that.",,,,,6,9
The One Where Ross Got High,dialogue,MRS. GELLER,(pointing to herself and Jack) Well we left ours in Monica’s bedroom.,Well we left ours in Monica’s bedroom.,(pointing to herself and Jack),,,,6,9
The One Where Ross Got High,dialogue,JOEY,"Nope, got it and I got yours (Pointing to Jack) too.","Nope, got it and I got yours  too.",(Pointing to Jack),,,,6,9
The One with the Routine,scene_note,,,,,,,"Scene: Monica and Chandler’s apartment, everyone except Ross is decorating the tree.",6,10
The One with the Routine,dialogue,CHANDLER,"Let me ask you, why is everybody using these tiny lights nowadays? I remember when people used to use big lights.","Let me ask you, why is everybody using these tiny lights nowadays? I remember when people used to use big lights.",,,,,6,10
The One with the Routine,dialogue,RACHEL,"That’s a good story, Grandpa.","That’s a good story, Grandpa.",,,,,6,10
The One with the Routine,stage_direction,,,,,,Ross enters,,6,10
The One with the Routine,dialogue,ROSS,Hey,Hey,,,,,6,10
The One with the Routine,dialogue,ALL,Hey,Hey,,,,,6,10
The One with the Routine,dialogue,ROSS,"Wow, Monica’s letting other people help decorate her tree! Did someone get her drunk again or?","Wow, Monica’s letting other people help decorate her tree! Did someone get her drunk again or?",,,,,6,10
The One with the Routine,dialogue,MONICA,Having a perfectly decorated tree is not what Christmas is about. It’s about being with the people that you love.,Having a perfectly decorated tree is not what Christmas is about. It’s about being with the people that you love.,,,,,6,10
The One with the Routine,dialogue,PHOEBE,That is nice and we’re done. TADA!,That is nice and we’re done. TADA!,,,,,6,10
The One with the Routine,stage_direction,,,,,,Her side of the tree looks a complete mess,,6,10
The One with the Routine,dialogue,CHANDLER,"I dunno what it is, it just doesn’t quite feel like Christmas to me.","I dunno what it is, it just doesn’t quite feel like Christmas to me.",,,,,6,10
The One with the Routine,dialogue,MONICA,"Oh, here.","Oh, here.",,,,,6,10
The One with the Routine,stage_direction,,,,,,"She turns the tree around so that her side, which is perfectly decorated, is showing",,6,10
The One with the Routine,dialogue,CHANDLER,See now it feels like Christmas!,See now it feels like Christmas!,,,,,6,10
The One with the Routine,scene_note,,,,,,,"Scene: Central Perk, everyone except Phoebe and Joey are there.",6,10
The One with the Routine,dialogue,ROSS,"... and that’s the story of the dreidle. Now, some people trace the Christmas tree back to the Egyptians, who used to bring green palm branches into their huts on the shortest day of the year, symbolising life’s triumph over death. And that was like 4000 years ago.","... and that’s the story of the dreidle. Now, some people trace the Christmas tree back to the Egyptians, who used to bring green palm branches into their huts on the shortest day of the year, symbolising life’s triumph over death. And that was like 4000 years ago.",,,,,6,10
The One with the Routine,dialogue,RACHEL,"So, pretty much around the same time that you started telling this story.","So, pretty much around the same time that you started telling this story.",,,,,6,10
The One with the Routine,stage_direction,,,,,,Joey enters,,6,10
The One with the Routine,dialogue,JOEY,Hey you guys.,Hey you guys.,,,,,6,10
The One with the Routine,dialogue,CHANDLER,Hey Joe what’s up?,Hey Joe what’s up?,,,,,6,10
The One with the Routine,dialogue,JOEY,"I had to get out of the apartment. Janine is like stretching all over the place. Y’know, everywhere I look she’s like... (He imitates her stretching)","I had to get out of the apartment. Janine is like stretching all over the place. Y’know, everywhere I look she’s like...",(He imitates her stretching),,,,6,10
The One with the Routine,dialogue,CHANDLER,I can see why that’s hard to resist.,I can see why that’s hard to resist.,,,,,6,10
The One with the Routine,dialogue,JOEY,I like her so much!,I like her so much!,,,,,6,10
The One with the Routine,dialogue,MONICA,"Aw, I’m sorry sweetie that she doesn’t feel the same way.","Aw, I’m sorry sweetie that she doesn’t feel the same way.",,,,,6,10
The One with the Routine,dialogue,JOEY,I know. And she’s so sweet. I just wanna feed her grapes and brush her hair.,I know. And she’s so sweet. I just wanna feed her grapes and brush her hair.,,,,,6,10
The One with the Routine,dialogue,CHANDLER,"You are aware that she’s not a monkey, right?","You are aware that she’s not a monkey, right?",,,,,6,10
The One with the Routine,dialogue,ROSS,"I am so over Janine. I mean, yeah, at first I thought she was hot, but now she’s like OLD NEWS!","I am so over Janine. I mean, yeah, at first I thought she was hot, but now she’s like OLD NEWS!",,,,,6,10
The One with the Routine,stage_direction,,,,,,Janine enters,,6,10
The One with the Routine,dialogue,JANINE,Hey guys!,Hey guys!,,,,,6,10
The One with the Routine,dialogue,ROSS,Hi Janine!,Hi Janine!,,,,,6,10
The One with the Routine,dialogue,JANINE,I just got a call to be a dancer on a television special for New Year’s Eve. It’s called some sort of Dick’n Rock’n Dickie Eve.,I just got a call to be a dancer on a television special for New Year’s Eve. It’s called some sort of Dick’n Rock’n Dickie Eve.,,,,,6,10
The One with the Routine,dialogue,MONICA,Hold it! Are you talking about Dick Clark’s New Year’s Rocking Eve?,Hold it! Are you talking about Dick Clark’s New Year’s Rocking Eve?,,,,,6,10
The One with the Routine,dialogue,JANINE,"Yeah, that’s what I said.","Yeah, that’s what I said.",,,,,6,10
The One with the Routine,dialogue,MONICA,Oh my God! We love that show! I mean Ross and I have been watching it since I can remember!,Oh my God! We love that show! I mean Ross and I have been watching it since I can remember!,,,,,6,10
The One with the Routine,dialogue,CHANDLER,"Ah, you’re still just a little fat girl inside aren’t you? (He kisses her on the cheek)","Ah, you’re still just a little fat girl inside aren’t you?",(He kisses her on the cheek),,,,6,10
The One with the Routine,dialogue,JANINE,Well I’m gonna be on it this year. I’m gonna be one of the party people.,Well I’m gonna be on it this year. I’m gonna be one of the party people.,,,,,6,10
The One with the Routine,dialogue,ROSS,You’re gonna be a party person! Those guys rock the most!,You’re gonna be a party person! Those guys rock the most!,,,,,6,10
The One with the Routine,dialogue,JANINE,Well they said I should bring someone. (To Joey) Do you wanna be my dance partner?,Well they said I should bring someone.  Do you wanna be my dance partner?,(To Joey),,,,6,10
The One with the Routine,dialogue,JOEY,Totally! I would love to spend New Year’s with you.,Totally! I would love to spend New Year’s with you.,,,,,6,10
The One with the Routine,dialogue,JANINE,Well actually they’re taping tomorrow. I don’t really understand why.,Well actually they’re taping tomorrow. I don’t really understand why.,,,,,6,10
The One with the Routine,dialogue,ROSS,"Oh, well you see how it works is, the part with Dick Clark in Times Square is actually live, but they tape some of the party stuff ahead of time. Yeah, not a lot of people know that.","Oh, well you see how it works is, the part with Dick Clark in Times Square is actually live, but they tape some of the party stuff ahead of time. Yeah, not a lot of people know that.",,,,,6,10
The One with the Routine,dialogue,JANINE,"Yeah well, do you guys wanna come too?","Yeah well, do you guys wanna come too?",,,,,6,10
The One with the Routine,dialogue,ROSS,Are you serious?,Are you serious?,,,,,6,10
The One with the Routine,dialogue,MONICA,We are there!,We are there!,,,,,6,10
The One with the Routine,stage_direction,,,,,,Rachel laughs,,6,10
The One with the Routine,dialogue,CHANDLER,"What, what are you laughing at?","What, what are you laughing at?",,,,,6,10
The One with the Routine,dialogue,RACHEL,"Well, I used to date him, but you’re still going out with her!","Well, I used to date him, but you’re still going out with her!",,,,,6,10
The One with the Routine,stage_direction,,,,,,Gunther brings Janine a coffee,,6,10
The One with the Routine,dialogue,JANINE,Thanks. (To Monica and Ross) Great so we can all go together! I gotta run. Catch you later!,Thanks.  Great so we can all go together! I gotta run. Catch you later!,(To Monica and Ross),,,,6,10
The One with the Routine,stage_direction,,,,,,Janine leaves,,6,10
The One with the Routine,dialogue,ALL,Bye!,Bye!,,,,,6,10
The One with the Routine,dialogue,ROSS,Bye Janine!,Bye Janine!,,,,,6,10
The One with the Routine,dialogue,JOEY,Did she just ask me out on a date?,Did she just ask me out on a date?,,,,,6,10
The One with the Routine,dialogue,CHANDLER,I don’t think so.,I don’t think so.,,,,,6,10
The One with the Routine,dialogue,MONICA,What are you talking about? She just invited him to the biggest party of the millennium!,What are you talking about? She just invited him to the biggest party of the millennium!,,,,,6,10
The One with the Routine,dialogue,RACHEL,"Yeah, but she also invited you and Ross. Yeah, honey, I’m sorry, but I don’t think that was a romantic thing.","Yeah, but she also invited you and Ross. Yeah, honey, I’m sorry, but I don’t think that was a romantic thing.",,,,,6,10
The One with the Routine,dialogue,JOEY,"Oh. Maybe. But hey I know how I can find out. We’re going to a New Year’s Eve party, right? So at midnight, I can kiss her. And if she kisses me back, great! Y’know? But if she says ‘Dude, what the hell are you doing?’ I can say ‘It wasn’t me, it was New Years!’","Oh. Maybe. But hey I know how I can find out. We’re going to a New Year’s Eve party, right? So at midnight, I can kiss her. And if she kisses me back, great! Y’know? But if she says ‘Dude, what the hell are you doing?’ I can say ‘It wasn’t me, it was New Years!’",,,,,6,10
The One with the Routine,dialogue,RACHEL,"Well, that’s a lot better than Ross trying to kiss me in High School, and saying that he did it because he needed chapstick.","Well, that’s a lot better than Ross trying to kiss me in High School, and saying that he did it because he needed chapstick.",,,,,6,10
The One with the Routine,dialogue,ROSS,It was a dry day.,It was a dry day.,,,,,6,10
The One with the Routine,dialogue,MONICA,We are going to Dick Clark’s New Year’s Rocking Eve!,We are going to Dick Clark’s New Year’s Rocking Eve!,,,,,6,10
The One with the Routine,dialogue,ROSS,Oh my God!,Oh my God!,,,,,6,10
The One with the Routine,dialogue,MONICA,Oh my God!,Oh my God!,,,,,6,10
The One with the Routine,dialogue,CHANDLER,(To Rachel) Oh my God!,Oh my God!,(To Rachel),,,,6,10
The One with the Routine,scene_note,,,,,,,"Scene: The Set, Joey, Janine, Ross and Monica are walking in.",6,10
The One with the Routine,dialogue,JOEY,"OK, listen I’ve been on sets before, so let me give you a little advice, alright? It’s a show, but we’re just dancing, OK? It’s no big deal. The important thing to remember – stay cool.","OK, listen I’ve been on sets before, so let me give you a little advice, alright? It’s a show, but we’re just dancing, OK? It’s no big deal. The important thing to remember – stay cool.",,,,,6,10
The One with the Routine,dialogue,ROSS,Got it!,Got it!,,,,,6,10
The One with the Routine,stage_direction,,,,,,They get to the main stage,,6,10
The One with the Routine,dialogue,ROSS,Oh my God it’s just like I dreamed it!,Oh my God it’s just like I dreamed it!,,,,,6,10
The One with the Routine,dialogue,DIRECTOR,"OK, everyone gather up.","OK, everyone gather up.",,,,,6,10
The One with the Routine,stage_direction,,,,,,Monica and Ross push to the front,,6,10
The One with the Routine,dialogue,"MONICA, ROSS",‘Scuse us,‘Scuse us,,,,,6,10
The One with the Routine,dialogue,DIRECTOR,"Here’s what’s gonna happen. The music’s gonna start, you’re gonna dance, we’re gonna tape, you don’t look at the camera. Any questions?","Here’s what’s gonna happen. The music’s gonna start, you’re gonna dance, we’re gonna tape, you don’t look at the camera. Any questions?",,,,,6,10
The One with the Routine,dialogue,ROSS,"Yeah, I have a question. When is this gonna air?","Yeah, I have a question. When is this gonna air?",,,,,6,10
The One with the Routine,stage_direction,,,,,,He and Monica laugh,,6,10
The One with the Routine,dialogue,DIRECTOR,"Uh, yeah. Now you guys dance over there, you guys over there, and I want you two right around here, and everyone else spread out.","Uh, yeah. Now you guys dance over there, you guys over there, and I want you two right around here, and everyone else spread out.",,,,,6,10
The One with the Routine,dialogue,JOEY,Ross! So when is it gonna air?,Ross! So when is it gonna air?,,,,,6,10
The One with the Routine,scene_note,,,,,,,"Scene: Monica and Chandler’s apartment, Chandler is there. Phoebe and Rachel enter.",6,10
The One with the Routine,dialogue,RACHEL,"Okay, you look in the kitchen, I will look in the back closet.","Okay, you look in the kitchen, I will look in the back closet.",,,,,6,10
The One with the Routine,dialogue,CHANDLER,"I can save you time ladies, I’m right here.","I can save you time ladies, I’m right here.",,,,,6,10
The One with the Routine,dialogue,PHOEBE,"Yeah, Chandler why don’t you take a walk? This doesn’t concern you.","Yeah, Chandler why don’t you take a walk? This doesn’t concern you.",,,,,6,10
The One with the Routine,dialogue,RACHEL,We are looking for our Christmas presents from Monica.,We are looking for our Christmas presents from Monica.,,,,,6,10
The One with the Routine,dialogue,CHANDLER,What? That’s terrible!,What? That’s terrible!,,,,,6,10
The One with the Routine,dialogue,PHOEBE,"No-no, we do it every year!","No-no, we do it every year!",,,,,6,10
The One with the Routine,dialogue,CHANDLER,"Oh well, that makes it not terrible.","Oh well, that makes it not terrible.",,,,,6,10
The One with the Routine,dialogue,PHOEBE,"No, yeah, we never find them! She’s always best at us that wily minx.","No, yeah, we never find them! She’s always best at us that wily minx.",,,,,6,10
The One with the Routine,dialogue,RACHEL,"Don’t worry, we’re just gonna search here for an hour, them we’re gonna go over to Joey’s and search, OK?","Don’t worry, we’re just gonna search here for an hour, them we’re gonna go over to Joey’s and search, OK?",,,,,6,10
The One with the Routine,dialogue,CHANDLER,"No not okay, you can’t look for Monica’s presents!","No not okay, you can’t look for Monica’s presents!",,,,,6,10
The One with the Routine,dialogue,PHOEBE,But we have to!,But we have to!,,,,,6,10
The One with the Routine,dialogue,CHANDLER,"No, you don’t have to, and you can’t because I live here too.","No, you don’t have to, and you can’t because I live here too.",,,,,6,10
The One with the Routine,dialogue,PHOEBE,"Well then, you should look with us.","Well then, you should look with us.",,,,,6,10
The One with the Routine,dialogue,CHANDLER,Why?,Why?,,,,,6,10
The One with the Routine,dialogue,RACHEL,"Chandler, aren’t you worried about what to get Monica for Christmas?","Chandler, aren’t you worried about what to get Monica for Christmas?",,,,,6,10
The One with the Routine,dialogue,CHANDLER,"No, I have a great idea for a present for her.","No, I have a great idea for a present for her.",,,,,6,10
The One with the Routine,dialogue,PHOEBE,"Oh, that’s it? (Mimics Chandler) A great idea!","Oh, that’s it?  A great idea!",(Mimics Chandler),,,,6,10
The One with the Routine,dialogue,RACHEL,"Chandler, that’s not enough. I mean what if she gets you a great present, two medium presents, and a bunch of little presents? And you’ve just gotten her one great present? I mean that’s just gonna make her feel bad. Why would you do that to her Chandler? Why? Why?","Chandler, that’s not enough. I mean what if she gets you a great present, two medium presents, and a bunch of little presents? And you’ve just gotten her one great present? I mean that’s just gonna make her feel bad. Why would you do that to her Chandler? Why? Why?",,,,,6,10
The One with the Routine,dialogue,CHANDLER,"If I help, we can find ‘em faster!","If I help, we can find ‘em faster!",,,,,6,10
The One with the Routine,dialogue,RACHEL,That’s right!,That’s right!,,,,,6,10
The One with the Routine,stage_direction,,,,,,Phoebe looks under the couch,,6,10
The One with the Routine,dialogue,PHOEBE,"Ooh ooh, we have a live one!","Ooh ooh, we have a live one!",,,,,6,10
The One with the Routine,dialogue,RACHEL,"Oh, it’s a Macy’s bag!","Oh, it’s a Macy’s bag!",,,,,6,10
The One with the Routine,stage_direction,,,,,,"Phoebe tips it upside down, and a shoe falls out",,6,10
The One with the Routine,dialogue,PHOEBE,"Ooh, who’s it for?","Ooh, who’s it for?",,,,,6,10
The One with the Routine,dialogue,RACHEL,"(Reading) Dear losers, do you really think I’d hide presents under the couch? P.S. Chandler, I knew they’d break you.","Dear losers, do you really think I’d hide presents under the couch? P.S. Chandler, I knew they’d break you.",(Reading),,,,6,10
The One with the Routine,dialogue,PHOEBE,Uh-oh. She may be onto us.,Uh-oh. She may be onto us.,,,,,6,10
The One with the Routine,dialogue,RACHEL,We are so gonna find them this year.,We are so gonna find them this year.,,,,,6,10
The One with the Routine,dialogue,CHANDLER,"Y’know when you guys said you were gonna go across the hall and look, you don’t, you don’t do that every year do you?","Y’know when you guys said you were gonna go across the hall and look, you don’t, you don’t do that every year do you?",,,,,6,10
The One with the Routine,dialogue,RACHEL,Yeah.,Yeah.,,,,,6,10
The One with the Routine,dialogue,CHANDLER,"You don’t, like go into the back of my closet, and look under my gym bag or anything?","You don’t, like go into the back of my closet, and look under my gym bag or anything?",,,,,6,10
The One with the Routine,dialogue,"PHOEBE, RACHEL","No, we never do that","No, we never do that",,,,,6,10
The One with the Routine,stage_direction,,,,,,They turn away.,,6,10
The One with the Routine,dialogue,CHANDLER,"Because that’s where Joey gave me some stuff to store that I’ve never seen before in my life! Okay, that did not just happen! (He does a weird clicky motion with his fingers, that kinda hard to describe.)","Because that’s where Joey gave me some stuff to store that I’ve never seen before in my life! Okay, that did not just happen!","(He does a weird clicky motion with his fingers, that kinda hard to describe.)",,,,6,10
The One with the Routine,scene_note,,,,,,,"Scene: The Set, everyone is dancing.",6,10
The One with the Routine,dialogue,MONICA,"Okay, here comes another camera.","Okay, here comes another camera.",,,,,6,10
The One with the Routine,dialogue,ROSS,Right. No biggie. Stay loose.,Right. No biggie. Stay loose.,,,,,6,10
The One with the Routine,stage_direction,,,,,,"As the camera passes by, they start to dance really rigid, but the camera is facing the other way.",,6,10
