episode_number,title,writers,type,speaker,dialogue_raw,dialogue_clean,stage_direction_inline,scene_note_inline,stage_direction_only,scene_note_only,content,season,episode
S04E16,The One With The Fake Party,,dialogue,Joey,Awwww!,Awwww!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Emily,(entering) Hello?,Hello?,(entering),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Surprise!!!,Surprise!!!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Chandler and Joey,Surprise!!,Surprise!!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Emily,No one’s ever thrown me a surprise party before!,No one’s ever thrown me a surprise party before!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Well, it was all Ross’s idea.","Well, it was all Ross’s idea.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Emily,You’re so sweet! And I’m so surprised!,You’re so sweet! And I’m so surprised!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,You really didn’t know?,You really didn’t know?,,,,,,04,16
S04E16,The One With The Fake Party,,scene_note,,,,,,,"Cut to later, the party is in full swing. Rachel is in the kitchen and Chandler goes over to talk to her.",,04,16
S04E16,The One With The Fake Party,,dialogue,Chandler,Why are you in here if Joshua is all the way over there? (Points to the living room.),Why are you in here if Joshua is all the way over there?,(Points to the living room.),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Uhh, because I’m trying to play hard to get. Oh, quick he’s looking over here, say something funny.","Uhh, because I’m trying to play hard to get. Oh, quick he’s looking over here, say something funny.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Chandler,Like what?,Like what?,,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,Rachel laughs hysterically.,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,What-what-what is so funny?,What-what-what is so funny?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Chandler,"I said, ""Like what?""","I said, ""Like what?""",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,Now that’s a thinker.,Now that’s a thinker.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Okay, y’know what, y’know what? This playing hard to get thing is not working. Umm, hand-hand me those cherries. (Chandler does so.) Okay. Okay. (She does a little sexy walk over to where Joshua is standing.) Hi!","Okay, y’know what, y’know what? This playing hard to get thing is not working. Umm, hand-hand me those cherries.  Okay. Okay.  Hi!",(Chandler does so.) | (She does a little sexy walk over to where Joshua is standing.),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,Hi!,Hi!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Care for a cherry?,Care for a cherry?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"Oh, no thanks.","Oh, no thanks.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"No? Y’know, I can tie one of these into a knot using just my tongue.","No? Y’know, I can tie one of these into a knot using just my tongue.",,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,"She tries to demonstrate this unique ability, but only succeeds in choking on it.",,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"You okay? (Rachel swallowed it whole and is not hacking like a heavy smoker in the morning.) You all right? (Rachel walks away, coughing.)",You okay?  You all right?,"(Rachel swallowed it whole and is not hacking like a heavy smoker in the morning.) | (Rachel walks away, coughing.)",,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,(interrupting Monica and Emily) So we should probably get going soon.,So we should probably get going soon.,(interrupting Monica and Emily),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Emily,"Oh, but the party’s only just getting started!","Oh, but the party’s only just getting started!",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,"Yeah, but we-we have to be at the Four Seasons for drinks in 15 minutes and then y’know, then The Plaza for dinner.","Yeah, but we-we have to be at the Four Seasons for drinks in 15 minutes and then y’know, then The Plaza for dinner.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Emily,So why did you plan a party at the same time?,So why did you plan a party at the same time?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,"No-no-no, no, umm, actually American surprise parties are-are-are very short. It’s usually, ""Surprise!"" And then, ""Oh my God, I’m so surprised—good-bye!""","No-no-no, no, umm, actually American surprise parties are-are-are very short. It’s usually, ""Surprise!"" And then, ""Oh my God, I’m so surprised—good-bye!""",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Emily,"But Ross, I’m such having a great time! Your sister has just been telling me that you used to dress up like little, old ladies and hold make-believe tea parties.","But Ross, I’m such having a great time! Your sister has just been telling me that you used to dress up like little, old ladies and hold make-believe tea parties.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,Monica said that did she? (He squeezes Monica’s knee really hardly and Monica winces in pain.),Monica said that did she?,(He squeezes Monica’s knee really hardly and Monica winces in pain.),,,,,04,16
S04E16,The One With The Fake Party,,scene_note,,,,,,,Cut to Joey and Phoebe in the kitchen. Phoebe is watching Joey make a sandwich.,,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,"Ooh, yeah. Then what are you going to put on top of that?","Ooh, yeah. Then what are you going to put on top of that?",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,A little salami.,A little salami.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,"Ooh yeah! Then umm, what goes on top of the salami?","Ooh yeah! Then umm, what goes on top of the salami?",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,Pastrami.,Pastrami.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,"Oooh, yeah. You’re a genius.","Oooh, yeah. You’re a genius.",,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,"Rachel enters, she has changed clothes.",,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Oh, could somebody give me a hand with this zipper?","Oh, could somebody give me a hand with this zipper?",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,Yeah. (He goes over to her.),Yeah.,(He goes over to her.),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Up!,Up!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Monica,You changed?,You changed?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Yeah, I did. I needed my lucky dress.","Yeah, I did. I needed my lucky dress.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Monica,"And lucky means, more cleavage?","And lucky means, more cleavage?",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Chandler,Does for me.,Does for me.,,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,"Joey starts wiping lint off of her back, but goes at little too far and Rachel just glares at him. He stops, gives her the ‘okay’ symbol and walks away.",,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Ohh, God! Look at him, he’s so cute. I wanna go over there, grab him, and kiss him! How can I kiss him and not letting him know that I like him?","Ohh, God! Look at him, he’s so cute. I wanna go over there, grab him, and kiss him! How can I kiss him and not letting him know that I like him?",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"Oh! I know how you can get him, take off your bra.","Oh! I know how you can get him, take off your bra.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,What?,What?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,There was a seen in Footloose...,There was a seen in Footloose...,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Chandler,Flashdance.,Flashdance.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"Yeah-yeah, yeah, with that-that uh, plumber girl...","Yeah-yeah, yeah, with that-that uh, plumber girl...",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Chandler,She was a welder.,She was a welder.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"What? Were you like in the movie, or... Anyway, she takes off her bra under her shirt and pulls it out the sleeve. Very sexy, and classy.","What? Were you like in the movie, or... Anyway, she takes off her bra under her shirt and pulls it out the sleeve. Very sexy, and classy.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Monica,"Or if you want to kiss him, umm, you could use mistletoe.","Or if you want to kiss him, umm, you could use mistletoe.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,It’s not Christmas!,It’s not Christmas!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Monica,Or Spin the Bottle?,Or Spin the Bottle?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,He’s not 11!,He’s not 11!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Emily,"(with her coat on, she’s leaving with Ross) Thank you so much for this. It was really so thoughtful of you.",Thank you so much for this. It was really so thoughtful of you.,"(with her coat on, she’s leaving with Ross)",,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,What? You’re leaving?!,What? You’re leaving?!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,"Yes, we have something we have to get to.","Yes, we have something we have to get to.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"Uhh, yeah, I think I’m going to take-off too.","Uhh, yeah, I think I’m going to take-off too.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"No! You guys can’t leave yet! You have to stay, we-we got the whole big thing planned!","No! You guys can’t leave yet! You have to stay, we-we got the whole big thing planned!",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,What big thing?,What big thing?,,,,,,04,16
S04E16,The One With The Fake Party,,scene_note,,,,,,,"Cut to later, the whole group is seated on the floor and Rachel is explaining the rules of Spin the Bottle.",,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"(spinning the bottle) So, Spin the Bottle works like this: I spin the bottle, it lands on Gunther, so I would have to kiss Gunther. (She crawls over to where Gunther is sitting and sees the look of anticipation on Gunther’s face and decides not to kiss him.) All right. Who wants to go first?","So, Spin the Bottle works like this: I spin the bottle, it lands on Gunther, so I would have to kiss Gunther.  All right. Who wants to go first?",(spinning the bottle) | (She crawls over to where Gunther is sitting and sees the look of anticipation on Gunther’s face and decides not to kiss him.),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Emily,I’ll go.,I’ll go.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,All,Yay!,Yay!,,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,Emily spins the bottle and it lands on Joey.,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,Welcome to America. (They both kiss.),Welcome to America.,(They both kiss.),,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,Joey spins the bottle and it lands on Emily.,,,04,16
S04E16,The One With The Fake Party,,dialogue,Monica,Two in a row! You’ve got to use your tongues now! (They kiss again.),Two in a row! You’ve got to use your tongues now!,(They kiss again.),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Yay! Emily!,Yay! Emily!,,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,"Emily spins the bottle and once again, it lands on Joey.",,,04,16
S04E16,The One With The Fake Party,,dialogue,Chandler,What are the odds? What are the odds?,What are the odds? What are the odds?,,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,They both move to kiss again.,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,"(stopping them) Okay, that-that’s enough! Y’know, let’s, let’s let someone else play.","Okay, that-that’s enough! Y’know, let’s, let’s let someone else play.",(stopping them),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"If you didn’t want to play, why did you come to the party?","If you didn’t want to play, why did you come to the party?",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Okay, my turn!!","Okay, my turn!!",,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,"Rachel spins the bottle and it lands on....wait for it....Joshua. (You thought I was going to say Ross, didn’t you?) Rachel squeals in delight and starts a slow sexy crawl over to Joshua, making sure he and everyone else watching gets a good look at her cleavage.",,,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,Oh my God!! The baby just kicked!,Oh my God!! The baby just kicked!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,All,Ohh!,Ohh!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"It’s okay! It’s okay! It kicked once, it’ll kick again!","It’s okay! It’s okay! It kicked once, it’ll kick again!",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,All,Oh my God!,Oh my God!,,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,"They all stand up and go over to Phoebe to feel the baby, preventing Rachel from kissing Joshua.",,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"All right, well, everybody just remember where they were sitting.","All right, well, everybody just remember where they were sitting.",,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,"She crawls over to Joshua and kisses the back of his knee. He feels it and looks down, Rachel pretends she’s knocking a bug off his leg.",,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Just a bug.,Just a bug.,,,,,,04,16
S04E16,The One With The Fake Party,,content,,,,,,,,Commercial Break,04,16
S04E16,The One With The Fake Party,,scene_note,,,,,,,"Scene: Monica and Rachel's erm, Chandler and Joey's, it is later in the party. The Spin the Bottle game is over and Chandler is making a sandwich as Phoebe watches.",,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,"Y’know it doesn’t matter how much I’m craving it. Y’know why I’m never gonna eat meat? Because it’s murder, cold blooded murder.","Y’know it doesn’t matter how much I’m craving it. Y’know why I’m never gonna eat meat? Because it’s murder, cold blooded murder.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Chandler,Okay.,Okay.,,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,"He takes a bite out of the sandwich and as he does so, Phoebe attacks the other end and starts devouring the sandwich.",,,04,16
S04E16,The One With The Fake Party,,dialogue,Chandler,"There’s a Phoebe on my sandwich! (He walks away, giving the sandwich to Phoebe.)",There’s a Phoebe on my sandwich!,"(He walks away, giving the sandwich to Phoebe.)",,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"Phoebe, what-what are you doing?!","Phoebe, what-what are you doing?!",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,I can’t help it. I need the meat. The baby needs the meat.,I can’t help it. I need the meat. The baby needs the meat.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"All right look, y’know how-y’know how when you’re dating someone and you don’t want to cheat on them, unless it’s with someone really hot?","All right look, y’know how-y’know how when you’re dating someone and you don’t want to cheat on them, unless it’s with someone really hot?",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,"Yeah, totally!","Yeah, totally!",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"All right. Okay. Well this is the same kind of deal. If you’re going to do something wrong, (He grabs two steaks from the freezer) do it right!","All right. Okay. Well this is the same kind of deal. If you’re going to do something wrong,  do it right!",(He grabs two steaks from the freezer),,,,,04,16
S04E16,The One With The Fake Party,,scene_note,,,,,,,"Cut to later, Phoebe is finishing off her steak.",,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,Feel better now?,Feel better now?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,"Yeah, but at what cost? Six more months, three meals a day, I’m gonna eat like, y’know millions of cows.","Yeah, but at what cost? Six more months, three meals a day, I’m gonna eat like, y’know millions of cows.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"Hey, what if I said, I could even things out for ya, meatwise.","Hey, what if I said, I could even things out for ya, meatwise.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,What?,What?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"Well, I eat a lot of meat right?","Well, I eat a lot of meat right?",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,Yeah.,Yeah.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"Well, suppose until the baby’s born I laid off it. No extra animals would die, you-you’d just be eating my animals.","Well, suppose until the baby’s born I laid off it. No extra animals would die, you-you’d just be eating my animals.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Phoebe,"Joey, I can’t believe you would do that for me.","Joey, I can’t believe you would do that for me.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"Absolutely! I could be a vegetarian. There’s no meat in beer, right?","Absolutely! I could be a vegetarian. There’s no meat in beer, right?",,,,,,04,16
S04E16,The One With The Fake Party,,scene_note,,,,,,,Cut to Ross and Emily standing by the foosball table.,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,"Okay, we could still make dinner if we skipped the appetisers and asked for our check right away.","Okay, we could still make dinner if we skipped the appetisers and asked for our check right away.",,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,"Rachel enters, she has changed once again. This time into her high school cheerleading uniform.",,,04,16
S04E16,The One With The Fake Party,,dialogue,Emily,"But, we can’t go now. It looks like Rachel’s gonna put on a skit.","But, we can’t go now. It looks like Rachel’s gonna put on a skit.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Monica,Oh my God! Have you lost your mind?,Oh my God! Have you lost your mind?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"No-n-n-n-no! I am finally thinking clearly. My lucky dress wasn’t working out to well for me, but for four years, this baby never missed.","No-n-n-n-no! I am finally thinking clearly. My lucky dress wasn’t working out to well for me, but for four years, this baby never missed.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Monica,"Rachel-Rachel-Rachel I-I cannot, I can’t let—(pause), actually I kinda want to see what happens.","Rachel-Rachel-Rachel I-I cannot, I can’t let—, actually I kinda want to see what happens.",(pause),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,Hey!,Hey!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Hi!,Hi!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"Nice uh, costume.","Nice uh, costume.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Ohh, yeah, well I wanted to give Emily a big American good-bye cheer. So okay! (Runs into the living room) Ready! Okay! Gimme an ‘E!’","Ohh, yeah, well I wanted to give Emily a big American good-bye cheer. So okay!  Ready! Okay! Gimme an ‘E!’",(Runs into the living room),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,All,E!,E!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Gimme an ‘M!’,Gimme an ‘M!’,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,All,M!,M!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Gimme an ‘I!’,Gimme an ‘I!’,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,All,I!,I!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Gimme an ‘L!’,Gimme an ‘L!’,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,All,L!,L!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Gimme a ‘Y!’,Gimme a ‘Y!’,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,All,Y!,Y!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,What do you get? (She throws her pom-poms to Joey and Phoebe and performs a cartwheel.) Emily!! (Tries to do another one.) Emil—Whoa!! (She falls in Chandler’s room.) Okay! So that’s me as a cheerleader! Ta-dum! (Gunther’s the only one that claps.),What do you get?  Emily!!  Emil—Whoa!!  Okay! So that’s me as a cheerleader! Ta-dum!,(She throws her pom-poms to Joey and Phoebe and performs a cartwheel.) | (Tries to do another one.) | (She falls in Chandler’s room.) | (Gunther’s the only one that claps.),,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,Joey and Monica rush over to her.,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey and Monica,Are you all right?,Are you all right?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"I’m fine! I’m fine! I’m just losing a tooth, it’s no big deal. I have a dentist! Y’know. I’m gonna go put some ice on it. Excuse me. (She goes over to the ice and Joey and Monica follow her.) What do I do now? What do I do now?","I’m fine! I’m fine! I’m just losing a tooth, it’s no big deal. I have a dentist! Y’know. I’m gonna go put some ice on it. Excuse me.  What do I do now? What do I do now?",(She goes over to the ice and Joey and Monica follow her.),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Monica,I think you’re done.,I think you’re done.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,"Okay, time to take off the bra. (She glares at him.)","Okay, time to take off the bra.",(She glares at him.),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"Umm, that was really great, but I-I gotta take-off actually.","Umm, that was really great, but I-I gotta take-off actually.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joey,(trying not to be obvious) Take the bra off.,Take the bra off.,(trying not to be obvious),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"All right, come on, let’s go get your coat.","All right, come on, let’s go get your coat.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,Okay.,Okay.,,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,They both go to Chandler’s bedroom to get his coat.,,,04,16
S04E16,The One With The Fake Party,,scene_note,,,,,,,Cut to Gunther and Emily.,,04,16
S04E16,The One With The Fake Party,,dialogue,Gunther,Rachel is my girlfriend.,Rachel is my girlfriend.,,,,,,04,16
S04E16,The One With The Fake Party,,scene_note,,,,,,,Cut to Chandler’s bedroom.,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"So, this was uh, really fun.","So, this was uh, really fun.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Oh, yeah! Real fun. (She makes a decision.) Y’know, this bra... Really, bothers me. (She starts taking off her bra.) Y’know, this used to be my bedroom. Yeah. A lot of memories in here, a lot of memories. If these walls could talk, y’know what they’d say? Wanna hear some memories? (She is now violently pulling on her bra in order to remove it, but it isn’t co-operating.)","Oh, yeah! Real fun.  Y’know, this bra... Really, bothers me.  Y’know, this used to be my bedroom. Yeah. A lot of memories in here, a lot of memories. If these walls could talk, y’know what they’d say? Wanna hear some memories?","(She makes a decision.) | (She starts taking off her bra.) | (She is now violently pulling on her bra in order to remove it, but it isn’t co-operating.)",,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"Need uh, need a little hand there.","Need uh, need a little hand there.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Oh no-no-no! No, I got this all under control.","Oh no-no-no! No, I got this all under control.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,You really don’t seem like you do. That’s...,You really don’t seem like you do. That’s...,,,,,,04,16
S04E16,The One With The Fake Party,,stage_direction,,,,,,"She is still yanking on the bra, but it is stuck in her sleeve. Finally, she gives up.",,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Ughhhh!! Forget it! (Sits down heavily on the bed.) This is, this is not how this is supposed to happen.","Ughhhh!! Forget it!  This is, this is not how this is supposed to happen.",(Sits down heavily on the bed.),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"Well, what was supposed to happen?","Well, what was supposed to happen?",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Can you not look at me when I say this? (He turns around) I thought that if I could get you here, I could seduce you.","Can you not look at me when I say this?  I thought that if I could get you here, I could seduce you.",(He turns around),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"Huh. Oh, boy! (Sits down next to her.) Uhh, I-I don’t wear suits to work, and I bought six of them from you.","Huh. Oh, boy!  Uhh, I-I don’t wear suits to work, and I bought six of them from you.",(Sits down next to her.),,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Well, I’m sorry, I thought you needed them!","Well, I’m sorry, I thought you needed them!",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"No, no-no, no-no, my point is that I kept coming back because, I wanted to see you.","No, no-no, no-no, my point is that I kept coming back because, I wanted to see you.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Why?!,Why?!,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,Because I-I like you.,Because I-I like you.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,You like me?,You like me?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,Yeah! I mean you’re-you’re beautiful and smart and sophisticated—a lot of this isn’t based on tonight.,Yeah! I mean you’re-you’re beautiful and smart and sophisticated—a lot of this isn’t based on tonight.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Yeah but-but-but you liked me! Oh my God, I can’t believe this, all this time, I liked you and you liked me!","Yeah but-but-but you liked me! Oh my God, I can’t believe this, all this time, I liked you and you liked me!",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,But...,But...,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Oh no-no-no don’t say but! No-no, but’s never good! Let’s just leave it at, you like me and I like you.","Oh no-no-no don’t say but! No-no, but’s never good! Let’s just leave it at, you like me and I like you.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"Okay uh, however...","Okay uh, however...",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Oh, now see that’s a fancy but.","Oh, now see that’s a fancy but.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"My marriage like just ended, and I’m really not ready to get into anything yet.","My marriage like just ended, and I’m really not ready to get into anything yet.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,But....,But....,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Joshua,"I’m sorry, I, I just need a little time.","I’m sorry, I, I just need a little time.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Okay.,Okay.,,,,,,04,16
S04E16,The One With The Fake Party,,scene_note,,,,,,,"Scene: The hallway, Ross is sitting on the step drinking a beer as Rachel comes out of the guys apartment.",,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Ohh, here you are. I was looking for you before. Joshua’s gone so you and Emily are free to go.","Ohh, here you are. I was looking for you before. Joshua’s gone so you and Emily are free to go.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,"That’s okay. She’s still in there enjoying her fake party and uh, it’s too late to do any of the things I had planned, so...","That’s okay. She’s still in there enjoying her fake party and uh, it’s too late to do any of the things I had planned, so...",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Oh, Ross, I’m sorry. I completely ruined your evening.","Oh, Ross, I’m sorry. I completely ruined your evening.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,Yeah.,Yeah.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,"Well, if it makes you feel any better, I made a fool out of myself.","Well, if it makes you feel any better, I made a fool out of myself.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,Helps a little.,Helps a little.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,Is there room on that step for a pathetic loser?,Is there room on that step for a pathetic loser?,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,"Yeah, have a seat.","Yeah, have a seat.",,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Rachel,I’m so sorry.,I’m so sorry.,,,,,,04,16
S04E16,The One With The Fake Party,,dialogue,Ross,"That’s okay, I mean it was just two-week thing anyway, I just didn’t want it to end this way, y’know?","That’s okay, I mean it was just two-week thing anyway, I just didn’t want it to end this way, y’know?",,,,,,04,16
